nga|LNKR
napagsabutan|MDFR
pagkaka-ada|MDFR
aak|CJTN
kamataay|MDFR
pabag-o|MDFR
pagkawara|MDFR
malulurong|VB
hino|CJTN
kakaasawa|MDFR
biski|MDFR
lah|IJTN
adela|NN
enrico|NN
umuswag|MDFR
ikinasal|VB
ginplano|VB
seremonya|VB
selebrasyon|VB
pag-uukyan|MDFR
siniguro|DT
architect|NN
plantsado|NN
makadamo|DT
pag-inuruotroha|MDFR
igkakaasya|MDFR
kakaiba|MDFR
nahurma|MDFR
nagresulta|DT
edipisyo|DT
rehas|NN
kisame|NN
chandelier|NN
wooden|NN
tiles|NN
pinatuha|MDFR
bodega|NN
ginpanlibot|VB
nagsulod|VB
pagpa-blessing|VB
urokyan|MDFR
nagribhong|MDFR
balkon|MDFR
ginpanbutangan|VB
maaakomodar|MDFR
nagkukuros|DT
tinidor|NN
wineglasses|NN
naghihingyap|MDFR
nasegunda|MDFR
lokasyon|MDFR
kainggat|MDFR
kapalit|MDFR
set|DT
kahanglas|MDFR
kahaluag|DT
mansyon|NN
alas-dose|NMBR
nagkauli|MDFR
ginkapoy|MDFR
humundaray|MDFR
nagkinita|VB
nag-iiringgat|VB
ginpaandar|VB
aircon|NN
pagkaiha|MDFR
mamintana|MDFR
naipa|MDFR
nagpabati|VB
porta|NN
kurii|CJTN
pag-istorya|VB
nagpapanday|VB
ginpabutangan|VB
balkonahe|NN
ginsiguro|MDFR
hagdan|NN
tipalusad|MDFR
minayuyo|MDFR
maiilob|DT
magmasulub-on|DT
maswerte|MDFR
matagpis|MDFR
mamula-mula|MDFR
mahamis|MDFR
nag-uupod|VB
nanlilingi|VB
korona|NN
maalagyamon|MDFR
nagdidigamo|MDFR
mag-opisina|VB
nag-aatendir|VB
panganihanglan|MDFR
personal|NN
kabilinggan|MDFR
pintor|NN
obra|MDFR
galeria|NN
naka-display|MDFR
gintitulohan|MDFR
journey|DT
to|CJTN
horizon|PNN
paniplatan|MDFR
kahirayoan|MDFR
sidsid|VB
natunlob|MDFR
kwadro|MDFR
nakadunggo|MDFR
andam|MDFR
pagsakyan|DT
nakaplastar|MDFR
lumingi|MDFR
magkinita|MDFR
pagkatingala|MDFR
igtugot|MDFR
pagbaligya|VB
gin-anod|VB
balod|MDFR
nagkawara|MDFR
kadungan|MDFR
kustomer|NN
namemorya|MDFR
nakahigaraan|MDFR
magdidigamo|MDFR
dominggo|DT
buruhaton—|VB
mamumunak|VB
magplaplantsa|VB
maglilimpyo|VB
nagbibirik-birik|VB
trabahoon|VB
nagmugo|VB
ginkakapoy|VB
pag-inuro-iskrima|MDFR
mabutangan|MDFR
malipot|MDFR
komportable|DT
kanihanglan|DT
padugangan|MDFR
paglusot-lusot|MDFR
diretso|MDFR
makalusot|MDFR
banyo|NN
makakonektar|MDFR
labahan|NN
padudugangan|MDFR
pangaonan|VB
nakompleto|MDFR
pag-agi-agi|VB
mapakain|MDFR
lumipot|MDFR
hurohirayo|MDFR
agian|MDFR
lusotan|MDFR
pagtampo|VB
maurog|MDFR
studyo|MDFR
gintatago|MDFR
canvas|DT
nagpipintor|VB
konsepto|MDFR
mahunahunaan|MDFR
natatapos|MDFR
pagkauyam|MDFR
kamaunga-unga|IJTN
lumusot|MDFR
nanara|VB
nagbinaktas|VB
nahinumdum|MDFR
tabo|DT
mamalit|VB
naglinibot-libot|VB
pagtakas|VB
nagbaktas|VB
mawada|MDFR
nakaginhawa|VB
hulagway|MDFR
nahidlaw|MDFR
nakakapag-exhibit|VB
tugoti|MDFR
karampo|MDFR
larangan|MDFR
interes|PNN
nahingadto|MDFR
gin-upod|DT
pagkaasawa|DT
gindig-onan|VB
pagpintor|VB
mag-atendir|VB
estado|MDFR
huna|MDFR
isalikway|DT
kinahiligan|MDFR
gintuonan|DT
umiliw|MDFR
borsa|NN
pintura|NN
sopa|NN
napasiplat|MDFR
namingaw|MDFR
pumiyong|MDFR
namalandong|VB
nagbalod-balod|VB
ibaiba|MDFR
panhunahuna|MDFR
nangaturog|VB
hiyalumabay|MDFR
regular|MDFR
naatiman|MDFR
pagtilakat|MDFR
mahimyang|MDFR
paglungon|MDFR
mag-aaway|VB
iruistorya|VB
nahiara|MDFR
mahintikos|MDFR
ginhangyo|DT
ginlayon|MDFR
pagsarit|MDFR
magtimpla|VB
gintugotan|VB
natitimpla|VB
pagkumbinsir|VB
pagtugot|MDFR
pag-aktibar|MDFR
komunidad|MDFR
pagigin|CJTN
nag-impake|VB
nag-uusaan|MDFR
pagpadul-ong|VB
resort|NN
nagplite|MDFR
prente|PNN
halapad|PNN
plaza|NN
masirak|DT
pagpasyada|VB
pag-jogging|VB
pagpahuway|VB
naaabat|MDFR
nakakasalipod|MDFR
magsasara|VB
taran-awon|MDFR
plasa|NN
nananawongan|MDFR
igkataragpo|MDFR
nag-jojogging|VB
naglilinakat|VB
libot-libot|VB
sementado|MDFR
laraktan|MDFR
nag-inukoy|MDFR
ginhuros|MDFR
anblinds|MDFR
nagpinamintana|VB
natatan-aw|VB
nagpaparumba|VB
nagpabilin|MDFR
magranggat|MDFR
brilyantitos|NN
nanlulutaw|MDFR
unhan|CJTN
kalawakan|NN
billboard|NN
elegante|DR
nag-eendorso|VB
mahalon|MDFR
relo|NN
ginbinalik-balik|VB
pagkinita-kitai|MDFR
naeengganyo|MDFR
nanunumbalik|MDFR
pagpintar|VB
senaryo|MDFR
paglinibot-libot|VB
postura|NN
madakop|MDFR
memorya|MDFR
naeengkwentro|VB
pag-obserba|VB
pagkinaras-karas|VB
imahe|NN
nagdesider|MDFR
wallet|NN
pungpong|DT
yabe|NN
naabtan|MDFR
naghihinulat|VB
babalik|MDFR
namutaw-an|MDFR
uuli|MDFR
nag-e-enjoy|VB
gin-gugutom|VB
restawran|NN
nag-order|VB
ginseserbe|MDFR
nag-iinistoryahon|VB
nagdto|MDFR
nakakwadro|MDFR
nasikal|MDFR
mamahalon|VB
ginpaparayaw|VB
nakikigmulay|MDFR
pag-uyon|MDFR
kaluyo|MDFR
panlantaw|MDFR
nakikig-inistoryahon|MDFR
naiipa|MDFR
panibugho|VB
matag-usa|VB
panmahong-pahong|VB
del|CJTN
huh|IJTN
mmm-mmm|IJTN
nagbubublag|MDFR
iwag|MDFR
ginsasayoran|MDFR
sagipo|MDFR
pagpinamurobuot|MDFR
gin-eendorso|VB
gin-ininopan|VB
nagbibinirik|MDFR
ginbibinayaan|NN
bagis|MDFR
gin-aagian|MDFR
ginsangpit|MDFR
tagpasamwak|MDFR
ipapaayad|MDFR
nakapagdesidir|MDFR
makakaunhan|MDFR
signgon|MDFR
natanga|MDFR
ginkaibahan|DT
ginhihingyap|MDFR
kana|CJTN
kalimti|MDFR
ginkalasan|VB
ginkamkam|MDFR
bursa|NN
nahiram|MDFR
ginpanginano|MDFR
gin-agian|MDFR
mag-interes|MDFR
pamilngon|MDFR
makakaabre|MDFR
mag-aabre|MDFR
makakaupod|VB
maggiginastuhon|MDFR
magkakwarta|MDFR
tipiga|MDFR
extension|MDFR
card|NN
nagpapasiguro|MDFR
magkakamayda|VB
hiagi|MDFR
natitirok|MDFR
ginyiyinakan|VB
makahirayo|MDFR
makayakan|VB
bumuslong|MDFR
nakatutok|MDFR
estranghero|NN
gin-andam|MDFR
darad-onugsa|MDFR
pumalagiw|MDFR
pagsugot|MDFR
argumento|VB
sumamok|MDFR
ginpundar|MDFR
kaukoy|MDFR
naulingag|MDFR
natago|MDFR
sumidlit|VB
naluluwas|VB
nababaton|MDFR
napalingi|VB
guminhawa|MDFR
ginpurot|VB
bagahe|NN
paghialang|MDFR
ngadumayon|CJTN
subayon|MDFR
tambalan|NN
concepcion|NN
nacinofa|NN
serdena|NN
manambal|MDFR
nag-aanak|VB
inuro-alogbati|MDFR
katataw-i|MDFR
natatawo|MDFR
igpapakita|VB
kay-ano|CJTN
budoy|NN
maopay|MDFR
kahangad|MDFR
naawas|VB
nakambay|MDFR
nakab-it|MDFR
may-ada|MDFR
pisaw|MDFR
gindaop|VB
ginpakisangkayan|VB
iginkakahimangraw|MDFR
paghangad|MDFR
ginpisaw|MDFR
pakadalagan|VB
papaniguroa|MDFR
nagsisinamok|VB
naniguro|MDFR
natawhan|MDFR
kakadtuon|VB
ginhubagan|VB
tiraha|VB
kagiliran|NN
ong|CJTN
hindaw|MDFR
hubag|NN
paglabti|MDFR
nagpapaglabot|MDFR
ginlulubong|VB
binulig|VB
ginpapasag|CJTN
nagkikinuan|IJTN
nagtutuwa|VB
nag-iinutot|VB
abrihi|VB
paglinaboti|VB
ilulubong|VB
nahinglaw|VB
voltaire|MDFR
oyzon|NN
amó|NN
nagdidinebate|VB
kahupit|MDFR
putik|IJTN
umuran|MDFR
nagpustahay|MDFR
mapirdi|MDFR
kakaonun|VB
pustahay|MDFR
naihaw|VB
ginkikinaon|VB
ginkaragan|VB
bangon|MDFR
manuel|NN
ipil|NN
samuel|NN
pag-abri|VB
agwas|MDFR
pag-abre|MDFR
pagkabkab|MDFR
paglubong|VB
tubo|NN
huruhagdan|NN
naglulungon|MDFR
nagmuwestra|MDFR
ibingan|NN
tisurugod|MDFR
unano|NN
kinaptan|VB
tambalan…|NN
ganggang|MDFR
albularyo…|NN
simlaw|MDFR
iton…|IJTN
babayi1|NN
butnga…|MDFR
nagkakamang|MDFR
pitsido|MDFR
kaku-anan|VB
nadistansya|MDFR
nakatukdaw|MDFR
altar|NN
ginarapa|MDFR
tagsugad|MDFR
pagbabaligya|MDFR
presyo|DT
panambal|MDFR
pagdiwata|MDFR
kakaptan|VB
igbubutang|VB
nimo|IJTN
grapa|MDFR
kapital|NMBR
presyo…|MDFR
bayaran|MDFR
nakakuan|IJTN
nadukot|MDFR
samar|NN
danglay|MDFR
basey|NN
imposible|MDFR
hit…|IJTN
suhoton|VB
caves|NN
hinbabaroan|MDFR
dudunggan|MDFR
kurukayakan|VB
ito…|IJTN
marmol|NN
pinakalamisa|NN
kataw|NN
malagas|DT
mabata|DT
nalulumos|VB
natangay|MDFR
hangin-hangin|MDFR
anyo|MDFR
buru-bagyo|MDFR
sinyang|NN
gin-alipuros|VB
baha|NN
babay1|NN
susupoksupok|MDFR
gang-gang|MDFR
linalayugan|DT
milagrosa|NN
binabati|VB
sawak-sawak|VB
malakas-lakas|MDFR
supok-supok|MDFR
linulugay|MDFR
ginsasara|VB
uru-istorya|VB
nalumos|VB
ginsusupok-supokan|MDFR
kweba|NN
cave|NN
basurero|NN
truck|NN
nakaruba|VB
nagdugay|MDFR
kaurusa|MDFR
nangangarigo|VB
lukso|VB
napailarom|MDFR
gin-ambakan|MDFR
dida…lungib|CJTN
jorge|NN
kinakaruyag|VB
paglumos|MDFR
pinasusulod|VB
cristina|NN
baluran|DT
kaman|CJTN
guin-kita|CJTN
salamin|NN
guin-pugngan|CJTN
makagtuok|MDFR
maruba|MDFR
garbo|MDFR
kadamu|MDFR
guin-agian|VB
rebecca|NN
mahiabot|MDFR
kasakitan|MDFR
nagtugway|VB
mahidangat|VB
nangisi|MDFR
huring|VB
Anne|NN
pustura|MDFR
nangungurog|MDFR
kakulba|VB
ginkukulba|MDFR
pamahungpahong|MDFR
ginpakalma|VB
Rebecca|NN
nanlulunod|VB
igsisiring|VB
nakabado|MDFR
static|FW
tuxedo|NN
makahulat|VB
pagkaistorya|VB
gin-aabat|MDFR
naglain|MDFR
nagpawaray|MDFR
gana|MDFR
magitom|MDFR
nag-iba|MDFR
nagduduruas|MDFR
gumasa|MDFR
nagtitikaduro|MDFR
nagtitikaluya|MDFR
mailob|MDFR
akos|MDFR
ul-ol|MDFR
mabaraka|MDFR
ginhuhunahuna|MDFR
permi|MDFR
gin-aatubang|MDFR
tumangdo|VB
ginhihigugma|MDFR
nagtin-aw|MDFR
oh|IJTN
ginpakita|VB
ginpadara|VB
naglakat|VB
naglalaksi|VB
lamesa|NN
hirane|DT
mag-pulapula|MDFR
rosas|NN
kadig-on|MDFR
nabilngan|VB
magtatalwas|VB
ugupan|VB
tikamaratay|MDFR
kupas|MDFR
saruwal|MDFR
susul-uton|MDFR
mangangaraturog|VB
tag-iha|MDFR
gintutumar|VB
nasasakit|VB
updan|VB
ginyayakan|VB
mauupay|MDFR
problemado|MDFR
pataw-on|VB
tapod|MDFR
sarili|NN
higugma-a|VB
doctor|NN
ginpabay-an|VB
maglipay|MDFR
hinuhulat|VB
ginsisingabot|VB
aabaton|MDFR
pagbulagon|VB
nakapantalon|MDFR
ginpanhunahuna|VB
kard|NN
kwentas|NN
bitay|VB
mahibaruan|VB
natutunga|VB
paghiguma|VB
magmumud-ot|MDFR
mabaru|VB
magdudugay|VB
magkatunga|VB
mabubug-os|MDFR
kakalimtan|VB
pakisangkay|VB
mamamatay|VB
kahasta|VB
pagmud-ot|MDFR
kasina|MDFR
tigamni|VB
paghigugmaay|VB
isipa|VB
magsasaad|VB
naguusa-an|MDFR
makakabiling|VB
anoman|NTRG
mapugngan|VB
magtinuok|VB
kabasahi|VB
iginbalik|VB
pagsul-ot|VB
ginsul-ot|VB
umatras|VB
kita-on|VB
kaayad|VB
itsahi|VB
matitima|VB
balos|VB
nagbabaha|VB
ginlunupan|VB
damodamo-a|VB
nagkalulukba|VB
anod|VB
parakol|NN
tabagi|VB
naiipit|VB
nakimaluoy|VB
magbabalos|VB
kakaonon|VB
abilidad|MDFR
tatabagan|MDFR
gin-utod|VB
naka-ipit|VB
hiluag-luagan|MDFR
babaha|MDFR
laong|DT
kaipit|VB
magsemana|MDFR
nahianod|VB
sinaklay|VB
dunot|MDFR
iginlabay|VB
iginlabog|VB
tan|CJTN
lusong|NN
naanod|VB
nabubuho|VB
inuupay|VB
iginsasakob|VB
nabuho|VB
tarangnan|VB
lydia|NN
buotan|MDFR
diyosnon|MDFR
kadalagan|VB
batasan|MDFR
pagkita-a|VB
parag|DT
tinuon|NN
gaway|NN
ngayan|CLTC
papabag-o|VB
kikinaon|VB
siwo|NN
kakaon|vv
iintrimisan|NN
karaonon|VB
iiwason|VB
babag-o|VB
lilibot|VB
namamatay|VB
napapasa|VB
pagiging|MDFR
white|MDFR
lady|NN
chella|NN
escarilla|NN
balhin|VB
wende|NN
nag-imbeta|VB
hagharane|MDFR
gin-uukyan|MDFR
mapahuway|VB
lilingi|VB
sumaka|VB
kumada|VB
petsa|NN
mae|NN
ortego|NN
carlo|NN
chew|FW
love|NN
ginhihingal|VB
paghinulat|VB
bungot|NN
singit|NN
clear|FW
shampoo|FW
ginsusunod|VB
gintutugon|VB
gatsby|FW
ginpapili|VB
ginlugaringan|VB
rubber|FW
shoes|FW
dinali-dali|VB
axe|NN
dugngan|VB
japorms|NN
pahamot|NN
ginpapagamit|VB
idol|NN
christian|NN
bautista|NN
ready|FW
polo|NN
check|FW
hair|FW
style|FW
iha|MDFR
mag-aasawa|VB
magkakaapo|VB
hagdanan|NN
minutos|NN
ginsabutan|VB
gin-iinandaman|VB
gin-iinampo|VB
maurit|VB
nag-iisog|VB
yolanda|NN
pagdangat|VB
mapasaylo|VB
makapagpalipay|VB
hello|FW
sir|NN
waiter|NN
menu|FW
order|NN
ginbagnos|VB
magkasipalad|NN
kinukulba|MDFR
pipilion|VB
ginpapatukar|VB
theme|FW
song|FW
nakapagpatawa|VB
naibanan|VB
atrasan|VV
siniplat|VB
agoy|IJTN
papradis|MDFR
blue|FW
bombilya|NN
nakabitay|VB
nakapaskin|VB
you|FW
too|FW
ginunting|VB
kupido|NN
ginpapilit|VB
nauupayan|VB
park|FW
mauupayan|VB
sagdi|IJTN
mabilib|VB
ginkukursunada|VB
hinuhubya|VB
nagsisiring|VB
good|FW
night|FW
ginsasarabot|VB
tatawagan|VB
kukulbaon|VB
manta|IJTN
magreply|VB
daisy|FW
natitigda|VB
pagkakaturog|VB
depensa|VB
magsarit|VB
piraw|MDFR
maglisensya|VB
nerbyoso|NN
makaturog|VB
tumutok|VB
binaid|VB
pirit|VB
hehe|IJTN
papakaturugon|VB
busaan|VB
ginpupugngan|VB
uupaya|VB
nahingaturog|VB
kakadtuan|VB
tabis|MDFR
natumanan|VB
ginlupigan|VB
pagkaturog|VB
sarit|VB
gindanas|VB
hinihimo|VB
magkakaada|VB
pinsar|VB
gininhawa|VB
halawig|MDFR
nakadara|VB
batos|NN
madakpan|VB
orchids|FW
sarabutan|VB
matauran|VB
dextrose|NN
kangaralson|MDFR
bugtong|NN
kagwapo|NN
piolo|NN
katupong|MDFR
kagwapuhan|MDFR
coco|FW
martin|NN
quarter|FW
eight|NMBR
hilawig|MDFR
nahuhunahunaan|VB
ginhihinulat|VB
ginpatukar|VB
ginhuhulat|VB
relax|FW
papabalhinon|VB
naka-reserve|VB
kasi|DT
nakasiring|VB
matapal-tapal|VB
binalhin|VB
bartender|NN
marian|NN
sorry|VB
gintugunan|VB
manager|NN
hibalik|VB
oy|IJTN
idul-ong|VB
mabawi|VB
ginhapyod|VB
ginpaspasan|VB
sarwal|NN
naabot|VB
mag-iha|VB
bumagting|VB
customer|NN
gipupulahi|MDFR
lipstick|NN
naka-shades|VB
naka-jacket|MDFR
handbag|NN
versace|FW
calbayog|NN
igkikita|VB
humuyo|VB
igkakakita|VB
nagtapo|VB
nagtitikahugot|VB
pagyayakan|VB
nat|PNN
ulpot|VB
istoryahon|VB
lumingiw|VB
restaurant|NN
nagbinuwa|VB
buyayaw|VB
kaatubang|VB
nagbibinuwa|VB
ipakilala|VB
ginkakalisangan|VB
nakikiusyuso|VB
nahinanabo|VB
espiho|NN
mabatian|VB
ginhuypan|VB
idudul-ong|VB
dadanason|VB
papakaalohan|VB
ginbutong|VB
bastos|NN
pagkapot|VB
ginhangkupan|VB
pinurot|VB
ginlabog|VB
gumuliat|VB
namumula|MDFR
nakakaon|VB
harang|NN
ginbanyakan|VB
cashier|NN
nabungol|VB
nagdudrungan|VB
pagkarukayakan|VB
direkta|VB
nagdudurugo|VB
nagdudugo|VB
nagtitinamod|VB
pumitad|VB
tipagawas|VB
ginduso|VB
tiupay|VB
ginpatilaw|VB
nahilasik|VB
dagpason|VB
paspasay|VB
tuok|MDFR
mascara|NN
nakakayakan|VB
nahilabog|VB
nahibatian|VB
nanuntok|VB
istasyon|NN
pagtinangis|VB
nanighawak|VB
plinantsa|VB
gintik-om|VB
ginrabot|VB
alimpupuro|NN
siniplatan|VB
naghinay-hinay|VB
pagpitad|VB
ginkikinitaan|VB
gintitinulon|VB
igsarabot|VB
uminom|VB
iinom|VB
ka-tuig|NMBR
granada|NN
ipasyada|VB
ginsinuntok|VB
namula|MDFR
nauuul-an|VB
gin-timing|VB
dj|NN
pasangil|NN
pakigduyog|VB
salida|NN
happy|MDFR
valentine|NN
ginbalik|VB
nanhihapil|VB
ginpahid|VB
ginsisiniplatan|VB
langis|NN
rebil|MDFR
manually|FW
words|FW
this|FW
document|FW
as|FW
frequent|FW
estoryahon|NN
roque|NN
naaagian|NN
maharlika|MDFR
highway|NN
nagpapahot|VB
ubahan|NN
nasering|VB
kaurusahon|MDFR
sol-ot|MDFR
diyes|NMBR
tunay|MDFR
nagkakahadlok|MDFR
namamarat|MDFR
god|NN
barahibo|NN
nagpakakita|VB
magtinuoron|MDFR
multo|NN
kapre|NN
unglo|NN
pag-uswag|VB
pobrehanon|MDFR
mayorya|NN
pag-uma|VB
pangisda|VB
munisipyo|NN
sisenta|NMBR
matatad-|VB
poblasyon|NN
godtiay|MDFR
pawod|NN
kakorian|NN
mapadokwag|VB
bisyo|NN
bolang|NN
tong-it|NN
sugal|NN
makahurubog|NN
pambabaye|VB
nakapagbalay|VB
konkreto|MDFR
nagpabalhas|VB
kurakot|MDFR
kahilab-an|MDFR
igintindog|VB
mayor|NN
nagliliaw|VB
libang|NN
kalakin-an|NN
pag-angbit|VB
liay|VB
nag-aantos|VB
kakablasan|NN
mag-aram|VB
pakasulod|VB
gindadayo|VB
institusyon|NN
prostitusyon|NN
makangingirhat|VB
pinanag-iyahan|MDFR
meyor|NN
napakanhi|VB
nagmiminopos|NN
daugan|MDFR
hoygo|NN
matilaw|VB
surondon|MDFR
kakilometro|NMBR
paralitan|MDFR
unod|NN
matatad-an|MDFR
galyera|NN
bulangan|NN
nagtuturogpo|VB
paragbolang|NN
martes|NN
hoybes|NN
nadayo|VB
madyongera|NN
pa-|DT
lalawigan|NN
ginangkon|MDFR
nasasakop|MDFR
paglalantugi|VB
nahihitabo|VB
iukoy|VB
kasaranggapanan|MDFR
magkamayada|VB
pahinomdom|VB
mahinugad|VB
masabutan|VB
isusun-ad|VB
ool-ol|VB
bitukahan|NN
mara|MDFR
sumagbang|VB
kauriton|MDFR
ikinahahadlok|MDFR
paglalakat|VB
katotnga|MDFR
maghikaraot|MDFR
panginlabot|VB
total|MDFR
nahihimo|VB
responsibilidad|MDFR
pogngi|VB
nag-eeskoyla|VB
political|NN
science|NN
kakamang|VB
pag-eskoyla|NN
mabag-o|VB
nagsasawa|VB
paghinapdos|VB
nakapinsar|MDFR
makakakwarta|VB
mababaroan|VB
magastos|MDFR
pag-iskoyla|NN
paglalabas|VB
nagsusugal|VB
patag-usa|MDFR
bus|NN
mindanaw|NN
gintutuman|MDFR
mabiktima|VB
pagtikas|VB
panholdap|VB
rebelde|MDFR
pinit|NN
mataghom|MDFR
hoyop|VB
kahuhuman|VB
konsehal|NN
perfecto|MDFR
magpakalipay|VB
umandar|VB
kakahoyan|NN
nag-uusahan|MDFR
kabotngaan|MDFR
kasidman|MDFR
metros|NN
distansya|NN
natan-aw|VB
kaharadlok|MDFR
nakadognit|MDFR
pankasal|MDFR
nakalugay|MDFR
kaisog|MDFR
konseho|NN
naglaksi|VB
tibok|VB
tumabok|VB
nanaghoy|VB
tukal|VB
nadogangan|VB
humuyatang|VB
domaop|VB
tinagmel|VB
illegal|MDFR
allowance|NN
disisaismel|NMBR
magpakita|VB
lamay|NN
nakidugok|VB
na-|DT
bolig|VB
kaedad|MDFR
gingagaraan|VB
napupuno|VB
horoygo|NN
gingagamitan|MDFR
baraha|NN
humiling|VB
longon|NN
hausa|DT
plastic|FW
pade|NN
sabota|VB
mahuhuman|VB
kolehiyo|NN
maduroto|MDFR
nag-aahente|VB
aplayanses|NN
komisyon|MDFR
sikreto|MDFR
magliaw-libang|VB
mr|NN
pornada|MDFR
budget|NN
officer|NN
nag-aberya|VB
dukati|NN
napiritan|MDFR
maglakat|VB
yungod|VB
ginkakahadlokan|MDFR
ginmakadaraop|VB
tihirani|MDFR
napaharayo|MDFR
manilampuson|MDFR
nakauli|VB
opinyon|NN
normal|FW
hustisya|NN
segurado|MDFR
hibabaroi|VB
sekreto|MDFR
miyerkules|NN
sinusodlan|NN
kabesera|MDFR
george|NN
kosoylo|MDFR
kinamumutangan|MDFR
narra|NN
administration|FW
building|FW
segi|IJTN
magkadayon|MDFR
sunda|VB
magin|DT
makakaaway|MDFR
pagkamay-ada|MDFR
gahom|NN
makapagbulong|VB
break|FW
naiintindihan|MDFR
serbe|MDFR
magkakaintindihay|VB
biyernes|NN
bukatkat|NN
nagsisiwak|VB
ganado|MDFR
paglakat-lakat|VB
sering|VB
mapakita|VB
beynte|NMBR
nasilag|MDFR
nakabusag|MDFR
ulitawo|NN
palakat-lakat|VB
miss|FW
hipausa|VB
pagharayo|VB
napatunob|VB
madalunot|MDFR
balanse|MDFR
uli-|VB
tumama|VB
naagian|MDFR
dinangatan|MDFR
nakukuha|VB
naitutobyan|VB
pagkababaye|NN
sawa|NN
kawat|VB
pagkikita|VB
iiisplikar|VB
iginbalay|VB
hibaroan|VB
perde|MDFR
eleksyon|NN
makailob|VB
magpublikar|VB
tarhoga|VB
pulitiko|NN
mayo|NN
nagab-ihan|MDFR
tawuhan|MDFR
boblangan|NN
panag-iyahan|MDFR
bosing|NN
humapit|VB
nag-irignom|VB
serbesa|NN
nagdaog|MDFR
nagbantay|VB
balatian|NN
pagtabok|VB
pagyungod|VB
nagdupa|VB
kinabig|VB
manebela|NN
maligis|VB
bumonggo|VB
akasya|NN
pagkahuman|VB
nagpaupod|VB
kaklase|NN
tayaan|NN
lotto|NN
tumaya|VB
makaukoy|VB
mars|NN
pagdaog|VB
ester|NN
nadire|MDFR
madaog|MDFR
nadaog|VB
rizal|NN
bayani|NN
paragtaya|NN
loterya|NN
dapitan|NN
tong-itera|NN
hoyo|MDFR
bigtime|FW
nagngirisi|VB
nagbulag|VB
magsangkay|MDFR
nagkokori|MDFR
pagharing|VB
abuhan|NN
mahinomdom|VB
tangke|NN
lpg|NN
nagluluto|VB
hilaw|MDFR
naglalaga|MDFR
matatalwas|VB
pagginamit|VB
sungo|NN
magigin|DT
naglalaum|VB
pag-inop|VB
nagmamata|VB
magliliwan|VB
ginharuk-harokan|VB
libreta|NN
de|DT
banko|NN
kapesos|NMBR
deposito|NN
kantidad|NN
makakatuntong|VB
eskoyla|VB
nakatirok|VB
igtitindog|VB
ipadayon|VB
sumarang|VB
tinedyer|MDFR
kongresista|NN
dumayo|VB
paglikay|VB
bumunggo|VB
pagkaalarma|VB
imbistigasyon|NN
aksyon|VB
kumunsulta|VB
psychic|FW
rekomenda|VB
ispiritista|NN
pagpalayas|VB
pagtatapos|VB
cum|FW
laude|FW
nabalyoan|VB
desenyo|NN
moderno|MDFR
nadayaw|VB
nakab-ot|MDFR
pagasenso|VB
kinagab-ihan|NN
gradwasyon|NN
kahugador|MDFR
magsusugal|VB
ritwal|NN
ispiritu|NN
nanbibiktima|VB
umaragi|MDFR
mel|NMBR
aro|VB
pagpa-iwas|VB
ispirito|NN
sumimba|VB
makagarahom|MDFR
nagosyoso|NN
nakamatay|VB
magpakasasala|MDFR
nakikiusa|VB
nakikimalooy|VB
panbibiktima|VB
nagtatapo|VB
pakikipagkita|VB
magsulay|VB
nagliliro|VB
makisalapi|MDFR
anakan|VB
naengkanto|MDFR
naghermano|MDFR
nag-ihaw|VB
ngaran…|NN
magkuratsa|NN
consuelo|FW
pagpasayawa|VB
nahimalansag|VB
manuod|VB
ginbutosan|VB
hermana|NN
nagsisinayaw|VB
gios|VB
ginlumay|VB
ginsabragan|VB
ugangan|NN
pagsakob|VB
sasakbon|VB
nagbibinuot|VB
kiwa-kiwa|VB
pero…may|IJTN
maol-ol|MDFR
nahabughat|MDFR
bis|DT
ginkakarapotan|VB
gintatalo|VB
makakatalo|VB
hiya…waray|IJTN
pagbati|VB
na…|DT
pinamamati|MDFR
natutuhay|MDFR
pagpapasuso|VB
pag-anak|VB
kuno…|IJTN
darahog|VB
catbalogan|NN
pangadii|VB
nagkikinada|VB
nagpapasuso|VB
nakag-lingaya|VB
nabuot|VB
paglulusad|VB
hinkikit-an|VB
pakibulig|VB
ginagatas|VB
pagpasus-a|VB
nag-iinuro|VB
ginpa-inop|VB
mabubuhi|VB
napasuso|VB
muskitero|NN
pagdakola-ay|MDFR
nagpainop|VB
pamulayon|VB
nagkakalakat|VB
naka-asawa|VB
ira…|PNN
ginbadel|VB
natuo|MDFR
adto…a|IJTN
iginkalagiw|VB
makagpa-inop|VB
kadaraga|MDFR
santiago|NN
figueroa|FW
nag-iinurugyas|VB
musil-pusilay|VB
pinakasalipdanan|MDFR
alad|NN
lambong|NN
lumalabay|MDFR
sablay|MDFR
paglahos|VB
manapulo|NMBR
kapitad|NN
kahirayo|MDFR
magpabuto|VB
pagtadong|PSTN
pagliko|PSTN
tipasulod|PSTN
agianan|NN
pagsaka|VB
paningudto|NN
nangangabesera|VB
nganiya|DT
pagdaop|VB
pag-iburuhaton|VB
ig-itsa|VB
tipaigbaw|PSTN
tipaubos|PSTN
saluhon|VB
naghininga-hinga|VB
paghingas|VB
pagpatawa|VB
berat|IJTN
bug-at|MDFR
ginpipinakaon|VB
hitaas|MDFR
aber|IJTN
nakipagtalikuray|VB
pagsukol|VB
tagatalinga|MDFR
makakausa|VB
kabangkat|MDFR
